node_id,local_rank,rank,iteration,time_usec
0,0,0,0,12702902
0,1,1,0,20975487
0,2,2,0,18218787
0,3,3,0,19581165
0,4,4,0,18127060
0,5,5,0,19147953
0,6,6,0,13842626
0,7,7,0,13599724
0,8,8,0,18578173
0,9,9,0,17606119
0,10,10,0,12432900
0,11,11,0,13278691
0,12,12,0,15236727
0,13,13,0,14360838
0,14,14,0,13962584
0,15,15,0,16541684
0,16,16,0,12991687
0,17,17,0,17750500
0,18,18,0,18438439
0,19,19,0,12522785
0,20,20,0,18622351
0,21,21,0,18660765
0,22,22,0,13931456
0,23,23,0,13635136
0,24,24,0,19530751
0,25,25,0,18569243
0,26,26,0,13712751
0,27,27,0,12545520
0,28,28,0,18136943
0,29,29,0,18185364
0,30,30,0,14390659
0,31,31,0,13254740
0,32,32,0,17707464
0,33,33,0,12498347
0,34,34,0,17984301
0,35,35,0,19136976
0,36,36,0,18598037
0,37,37,0,12980931
0,38,38,0,12839793
0,39,39,0,17384949
0,40,40,0,19273692
0,41,41,0,17601113
0,42,42,0,14853075
0,43,43,0,14384428
0,44,44,0,15880588
0,45,45,0,12439101
0,46,46,0,14666486
0,47,47,0,18465592
0,48,48,0,18665908
0,49,49,0,19351922
0,50,50,0,15948316
0,51,51,0,16665457
0,52,52,0,17481410
0,53,53,0,18532598
0,54,54,0,18657135
0,55,55,0,13826953
0,56,56,0,13897528
0,57,57,0,12886365
0,58,58,0,17156417
0,59,59,0,16900851
0,60,60,0,18265808
0,61,61,0,12621793
0,62,62,0,12297074
0,63,63,0,18615865
1,0,64,0,19813025
1,1,65,0,19661943
1,2,66,0,20301250
1,3,67,0,13492800
1,4,68,0,17496228
1,5,69,0,15587155
1,6,70,0,16697079
1,7,71,0,15952279
1,8,72,0,12700331
1,9,73,0,18175657
1,10,74,0,18527384
1,11,75,0,12613517
1,12,76,0,15661618
1,13,77,0,18068331
1,14,78,0,16503557
1,15,79,0,13661977
1,16,80,0,13824297
1,17,81,0,18135594
1,18,82,0,16066977
1,19,83,0,12678024
1,20,84,0,20089131
1,21,85,0,18589531
1,22,86,0,15524494
1,23,87,0,13567085
1,24,88,0,14969547
1,25,89,0,18447131
1,26,90,0,18851654
1,27,91,0,12791611
1,28,92,0,18438543
1,29,93,0,18234236
1,30,94,0,20695768
1,31,95,0,13616708
1,32,96,0,16290570
1,33,97,0,18812404
1,34,98,0,20067959
1,35,99,0,12263367
1,36,100,0,18442416
1,37,101,0,19813652
1,38,102,0,12626949
1,39,103,0,20086182
1,40,104,0,18621212
1,41,105,0,18263801
1,42,106,0,13819770
1,43,107,0,12766617
1,44,108,0,17255890
1,45,109,0,18318943
1,46,110,0,14903293
1,47,111,0,12875179
1,48,112,0,13700820
1,49,113,0,19370773
1,50,114,0,18376936
1,51,115,0,12731366
1,52,116,0,19198594
1,53,117,0,15920522
1,54,118,0,13133143
1,55,119,0,17253220
1,56,120,0,12983433
1,57,121,0,18566315
1,58,122,0,17416733
1,59,123,0,12372544
1,60,124,0,12914615
1,61,125,0,12677043
1,62,126,0,17933164
1,63,127,0,18393438
2,0,128,0,13601234
2,1,129,0,19709265
2,2,130,0,18581708
2,3,131,0,14689078
2,4,132,0,13607044
2,5,133,0,14288174
2,6,134,0,18168968
2,7,135,0,18967906
2,8,136,0,18403784
2,9,137,0,18879435
2,10,138,0,12303997
2,11,139,0,12800522
2,12,140,0,18183767
2,13,141,0,18791374
2,14,142,0,12693449
2,15,143,0,12900954
2,16,144,0,16547946
2,17,145,0,18672347
2,18,146,0,14670302
2,19,147,0,12082197
2,20,148,0,16661585
2,21,149,0,18822663
2,22,150,0,15152239
2,23,151,0,14221546
2,24,152,0,19103461
2,25,153,0,17415488
2,26,154,0,13145185
2,27,155,0,13697560
2,28,156,0,12655617
2,29,157,0,17488697
2,30,158,0,18067848
2,31,159,0,13455819
2,32,160,0,12702376
2,33,161,0,12923840
2,34,162,0,18355389
2,35,163,0,19089509
2,36,164,0,12442941
2,37,165,0,18783562
2,38,166,0,18655452
2,39,167,0,12171170
2,40,168,0,17515527
2,41,169,0,18219770
2,42,170,0,13781042
2,43,171,0,12898083
2,44,172,0,14429320
2,45,173,0,13266467
2,46,174,0,15049795
2,47,175,0,18376642
2,48,176,0,18442715
2,49,177,0,19631268
2,50,178,0,18321016
2,51,179,0,15271673
2,52,180,0,18763798
2,53,181,0,18980501
2,54,182,0,13046506
2,55,183,0,13893438
2,56,184,0,17892888
2,57,185,0,18498884
2,58,186,0,12418520
2,59,187,0,12885734
2,60,188,0,13793751
2,61,189,0,18663463
2,62,190,0,17895138
2,63,191,0,12928543
3,0,192,0,19812984
3,1,193,0,12690198
3,2,194,0,17587467
3,3,195,0,18509026
3,4,196,0,18847111
3,5,197,0,13441002
3,6,198,0,15804366
3,7,199,0,19123302
3,8,200,0,16772518
3,9,201,0,14076954
3,10,202,0,15608971
3,11,203,0,18771417
3,12,204,0,18170691
3,13,205,0,13274750
3,14,206,0,13067133
3,15,207,0,17041291
3,16,208,0,13276443
3,17,209,0,17757512
3,18,210,0,18497575
3,19,211,0,12907622
3,20,212,0,18358953
3,21,213,0,17819167
3,22,214,0,15085684
3,23,215,0,17881482
3,24,216,0,18129055
3,25,217,0,17964072
3,26,218,0,13604444
3,27,219,0,13906197
3,28,220,0,13160612
3,29,221,0,18626711
3,30,222,0,19090834
3,31,223,0,13294436
3,32,224,0,12957744
3,33,225,0,13260978
3,34,226,0,18734894
3,35,227,0,19222224
3,36,228,0,14138917
3,37,229,0,16714139
3,38,230,0,15158236
3,39,231,0,14892573
3,40,232,0,17851967
3,41,233,0,16998130
3,42,234,0,14889844
3,43,235,0,18731272
3,44,236,0,17946507
3,45,237,0,12898066
3,46,238,0,14340632
3,47,239,0,19060558
3,48,240,0,19174296
3,49,241,0,16099718
3,50,242,0,16977662
3,51,243,0,13400878
3,52,244,0,19538920
3,53,245,0,18859753
3,54,246,0,14088087
3,55,247,0,13522501
3,56,248,0,17173067
3,57,249,0,12191124
3,58,250,0,12620453
3,59,251,0,17669462
3,60,252,0,12875697
3,61,253,0,20924237
3,62,254,0,18019508
3,63,255,0,20154836
4,0,256,0,18918816
4,1,257,0,12673274
4,2,258,0,19363197
4,3,259,0,19302039
4,4,260,0,16250024
4,5,261,0,19908526
4,6,262,0,19575046
4,7,263,0,20101690
4,8,264,0,18258235
4,9,265,0,18561106
4,10,266,0,12409493
4,11,267,0,13049146
4,12,268,0,15474099
4,13,269,0,13436649
4,14,270,0,14668197
4,15,271,0,17897294
4,16,272,0,14862287
4,17,273,0,17627140
4,18,274,0,16024888
4,19,275,0,12380557
4,20,276,0,13505201
4,21,277,0,14594744
4,22,278,0,17706152
4,23,279,0,17603495
4,24,280,0,18959060
4,25,281,0,17032637
4,26,282,0,13009235
4,27,283,0,13110368
4,28,284,0,12431020
4,29,285,0,13238857
4,30,286,0,18666434
4,31,287,0,18276244
4,32,288,0,12449024
4,33,289,0,13280612
4,34,290,0,18544148
4,35,291,0,19094103
4,36,292,0,17364026
4,37,293,0,13331974
4,38,294,0,12867133
4,39,295,0,18352719
4,40,296,0,13103515
4,41,297,0,19451568
4,42,298,0,18632789
4,43,299,0,19547278
4,44,300,0,14399313
4,45,301,0,18956916
4,46,302,0,15075176
4,47,303,0,12594956
4,48,304,0,16161401
4,49,305,0,13130589
4,50,306,0,18156045
4,51,307,0,19049761
4,52,308,0,19159898
